file_type,file_number,file_date,documents,documents_xml,interactive_data,filing_number
10-Q,000-1003097655914,1997-08-11,https://www.sec.gov/Archives/edgar/data/320193/0000320193-97-000014-index.html,,no link,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&filenum=000-10030&owner=exclude&count=100
10-Q,000-1003097601037,1997-05-12,https://www.sec.gov/Archives/edgar/data/320193/0000320193-97-000011-index.html,,no link,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&filenum=000-10030&owner=exclude&count=100
10-Q,000-1003097521233,1997-02-10,https://www.sec.gov/Archives/edgar/data/320193/0000320193-97-000002-index.html,,no link,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&filenum=000-10030&owner=exclude&count=100
10-Q,000-1003096609020,1996-08-12,https://www.sec.gov/Archives/edgar/data/320193/0000320193-96-000018-index.html,,no link,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&filenum=000-10030&owner=exclude&count=100
10-Q,000-1003096562018,1996-05-13,https://www.sec.gov/Archives/edgar/data/320193/0000320193-96-000011-index.html,,no link,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&filenum=000-10030&owner=exclude&count=100
10-Q,000-1003096516045,1996-02-12,https://www.sec.gov/Archives/edgar/data/320193/0000320193-96-000002-index.html,,no link,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&filenum=000-10030&owner=exclude&count=100
10-Q,000-1003095561662,1995-08-11,https://www.sec.gov/Archives/edgar/data/320193/0000320193-95-000011-index.html,,no link,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&filenum=000-10030&owner=exclude&count=100
10-Q,000-1003095539148,1995-05-15,https://www.sec.gov/Archives/edgar/data/320193/0000320193-95-000008-index.html,,no link,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&filenum=000-10030&owner=exclude&count=100
10-Q,000-1003095506795,1995-02-09,https://www.sec.gov/Archives/edgar/data/320193/0000320193-95-000003-index.html,,no link,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&filenum=000-10030&owner=exclude&count=100
10-Q,000-1003094543802,1994-08-12,https://www.sec.gov/Archives/edgar/data/320193/0000320193-94-000013-index.html,,no link,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&filenum=000-10030&owner=exclude&count=100
10-Q,000-1003094502732,1994-01-26,https://www.sec.gov/Archives/edgar/data/320193/0000320193-94-000002-index.html,,no link,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&filenum=000-10030&owner=exclude&count=100
